time T_d d2 
0.0 315.0 4.000000000000004 
0.18890643834354306 332.6750579916088 4.000000000000004 
0.37781287668708613 349.0805089469206 3.9842008931882162 
0.5667193150306292 363.73157851122795 3.9486610140058804 
0.7556257533741723 376.1645396587404 3.880705055242678 
0.9445321917177153 386.05928511536854 3.7686542112439296 
1.1334386300612584 393.2784877637009 3.6056241385157417 
1.3223450684048015 397.8966721285059 3.3910034787684005 
1.5112515067483445 400.29774591556367 3.130634055714344 
1.7001579450918876 401.2100558783189 2.836759322792096 
1.8890643834354306 401.42972780084534 2.525625147192065 
2.077970821778974 401.4531973926475 2.211332611220206 
2.266877260122517 401.45222526340564 1.901737142929172 
2.45578369846606 401.4524494918841 1.6003072710814121 
2.644690136809603 401.4523395696838 1.3094257432108107 
2.833596575153146 401.4524345355736 1.0320697127401304 
3.022503013496689 401.45229851349774 0.7724501952766282 
3.211409451840232 401.45261901638213 0.5365551677669668 
3.400315890183775 401.45134572915146 0.33279904621583045 
3.589222328527318 401.46020231886865 0.1721337625033312 
3.778128766870861 401.35304475375995 0.06546254403522903 
